query_tokens                                                                     | shape=(1, 32, 768) | params=24,576 | requires_grad=True
language_model.encoder.block.6.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.7.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.7.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.7.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.7.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.7.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.7.layer.1.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.7.layer.1.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.7.layer.1.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.7.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.8.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.8.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.8.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.8.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.8.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.8.layer.1.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.8.layer.1.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.8.layer.1.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.8.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.9.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.9.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.9.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.9.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.9.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.9.layer.1.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.9.layer.1.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.9.layer.1.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.9.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.10.layer.0.SelfAttention.q.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.10.layer.0.SelfAttention.k.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.10.layer.0.SelfAttention.v.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.10.layer.0.SelfAttention.o.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.10.layer.0.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.10.layer.1.DenseReluDense.wi_0.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.10.layer.1.DenseReluDense.wi_1.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.10.layer.1.DenseReluDense.wo.weight                 | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.10.layer.1.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.11.layer.0.SelfAttention.q.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.11.layer.0.SelfAttention.k.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.11.layer.0.SelfAttention.v.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.11.layer.0.SelfAttention.o.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.11.layer.0.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.11.layer.1.DenseReluDense.wi_0.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.11.layer.1.DenseReluDense.wi_1.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.11.layer.1.DenseReluDense.wo.weight                 | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.11.layer.1.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.12.layer.0.SelfAttention.q.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.12.layer.0.SelfAttention.k.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.12.layer.0.SelfAttention.v.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.12.layer.0.SelfAttention.o.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.12.layer.0.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.12.layer.1.DenseReluDense.wi_0.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.12.layer.1.DenseReluDense.wi_1.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.12.layer.1.DenseReluDense.wo.weight                 | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.12.layer.1.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.13.layer.0.SelfAttention.q.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.13.layer.0.SelfAttention.k.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.13.layer.0.SelfAttention.v.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.13.layer.0.SelfAttention.o.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.13.layer.0.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.13.layer.1.DenseReluDense.wi_0.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.13.layer.1.DenseReluDense.wi_1.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.13.layer.1.DenseReluDense.wo.weight                 | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.13.layer.1.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.14.layer.0.SelfAttention.q.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.14.layer.0.SelfAttention.k.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.14.layer.0.SelfAttention.v.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.14.layer.0.SelfAttention.o.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.14.layer.0.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.14.layer.1.DenseReluDense.wi_0.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.14.layer.1.DenseReluDense.wi_1.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.14.layer.1.DenseReluDense.wo.weight                 | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.14.layer.1.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.15.layer.0.SelfAttention.q.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.15.layer.0.SelfAttention.k.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.15.layer.0.SelfAttention.v.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.15.layer.0.SelfAttention.o.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.15.layer.0.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.15.layer.1.DenseReluDense.wi_0.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.15.layer.1.DenseReluDense.wi_1.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.15.layer.1.DenseReluDense.wo.weight                 | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.15.layer.1.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.16.layer.0.SelfAttention.q.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.16.layer.0.SelfAttention.k.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.16.layer.0.SelfAttention.v.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.16.layer.0.SelfAttention.o.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.16.layer.0.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.16.layer.1.DenseReluDense.wi_0.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.16.layer.1.DenseReluDense.wi_1.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.16.layer.1.DenseReluDense.wo.weight                 | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.16.layer.1.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.17.layer.0.SelfAttention.q.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.17.layer.0.SelfAttention.k.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.17.layer.0.SelfAttention.v.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.17.layer.0.SelfAttention.o.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.17.layer.0.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.17.layer.1.DenseReluDense.wi_0.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.17.layer.1.DenseReluDense.wi_1.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.17.layer.1.DenseReluDense.wo.weight                 | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.17.layer.1.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.18.layer.0.SelfAttention.q.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.18.layer.0.SelfAttention.k.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.18.layer.0.SelfAttention.v.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.18.layer.0.SelfAttention.o.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.18.layer.0.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.18.layer.1.DenseReluDense.wi_0.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.18.layer.1.DenseReluDense.wi_1.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.18.layer.1.DenseReluDense.wo.weight                 | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.18.layer.1.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.19.layer.0.SelfAttention.q.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.19.layer.0.SelfAttention.k.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.19.layer.0.SelfAttention.v.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.19.layer.0.SelfAttention.o.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.19.layer.0.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.19.layer.1.DenseReluDense.wi_0.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.19.layer.1.DenseReluDense.wi_1.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.19.layer.1.DenseReluDense.wo.weight                 | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.19.layer.1.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.20.layer.0.SelfAttention.q.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.20.layer.0.SelfAttention.k.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.20.layer.0.SelfAttention.v.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.20.layer.0.SelfAttention.o.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.20.layer.0.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.20.layer.1.DenseReluDense.wi_0.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.20.layer.1.DenseReluDense.wi_1.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.20.layer.1.DenseReluDense.wo.weight                 | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.20.layer.1.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.21.layer.0.SelfAttention.q.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.21.layer.0.SelfAttention.k.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.21.layer.0.SelfAttention.v.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.21.layer.0.SelfAttention.o.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.21.layer.0.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.21.layer.1.DenseReluDense.wi_0.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.21.layer.1.DenseReluDense.wi_1.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.21.layer.1.DenseReluDense.wo.weight                 | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.21.layer.1.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.22.layer.0.SelfAttention.q.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.22.layer.0.SelfAttention.k.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.22.layer.0.SelfAttention.v.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.22.layer.0.SelfAttention.o.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.22.layer.0.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.22.layer.1.DenseReluDense.wi_0.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.22.layer.1.DenseReluDense.wi_1.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.22.layer.1.DenseReluDense.wo.weight                 | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.22.layer.1.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.23.layer.0.SelfAttention.q.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.23.layer.0.SelfAttention.k.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.23.layer.0.SelfAttention.v.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.23.layer.0.SelfAttention.o.weight                   | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.23.layer.0.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.23.layer.1.DenseReluDense.wi_0.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.23.layer.1.DenseReluDense.wi_1.weight               | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.23.layer.1.DenseReluDense.wo.weight                 | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.23.layer.1.layer_norm.weight                        | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.final_layer_norm.weight                                   | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.0.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.0.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.0.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.0.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.0.layer.0.SelfAttention.relative_attention_bias.weight | shape=(32, 32) | params=1,024 | requires_grad=False
language_model.decoder.block.0.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.0.layer.1.EncDecAttention.q.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.0.layer.1.EncDecAttention.k.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.0.layer.1.EncDecAttention.v.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.0.layer.1.EncDecAttention.o.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.0.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.0.layer.2.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.decoder.block.0.layer.2.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.decoder.block.0.layer.2.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.decoder.block.0.layer.2.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.1.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.1.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.1.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.1.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.1.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.1.layer.1.EncDecAttention.q.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.1.layer.1.EncDecAttention.k.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.1.layer.1.EncDecAttention.v.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.1.layer.1.EncDecAttention.o.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.1.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.1.layer.2.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.decoder.block.1.layer.2.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.decoder.block.1.layer.2.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.decoder.block.1.layer.2.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.2.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.2.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.2.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.2.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.2.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.2.layer.1.EncDecAttention.q.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.2.layer.1.EncDecAttention.k.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.2.layer.1.EncDecAttention.v.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.2.layer.1.EncDecAttention.o.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.2.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.2.layer.2.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.decoder.block.2.layer.2.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.decoder.block.2.layer.2.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.decoder.block.2.layer.2.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.3.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.3.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.3.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.3.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.3.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.3.layer.1.EncDecAttention.q.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.3.layer.1.EncDecAttention.k.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.3.layer.1.EncDecAttention.v.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.3.layer.1.EncDecAttention.o.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.3.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.3.layer.2.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.decoder.block.3.layer.2.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.decoder.block.3.layer.2.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.decoder.block.3.layer.2.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.4.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.4.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.4.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.4.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.4.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.4.layer.1.EncDecAttention.q.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.4.layer.1.EncDecAttention.k.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.4.layer.1.EncDecAttention.v.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.4.layer.1.EncDecAttention.o.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.4.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.4.layer.2.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.decoder.block.4.layer.2.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.decoder.block.4.layer.2.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.decoder.block.4.layer.2.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.5.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.5.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.5.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.5.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.5.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.decoder.block.5.layer.1.EncDecAttention.q.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.5.layer.1.EncDecAttention.k.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.5.layer.1.EncDecAttention.v.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.5.layer.1.EncDecAttention.o.weight                  | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.decoder.block.5.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
